ID,MT1,MT2,HW,Final
0,0.6185606717497889,0.52307659617995528,0.71269241271932049,0.81050233677508476
1,0.56688004713495843,0.49888269232116766,0.65758470044597461,0.53792487930500854
2,0.56708374182047172,1.0,0.75853960517151209,0.50327846447710534
3,1.0,0.57696137570817552,0.59272832863954539,0.98736220267195729
4,0.70320063012792033,0.52947692932883039,0.70602692943238332,0.63219431967191186
5,0.85857204437161694,0.57554747021982611,0.65759885042622446,0.65969605145136012
6,0.26562804038956517,0.50341833772919986,0.73538757925315901,0.18463914952768501
7,0.50481450319153964,0.58556925477668653,0.66374509008946259,0.62927115062462169
8,0.88155813339717826,1.0,0.73280097137760825,0.78282276268030981
9,0.70307625737941626,0.94471049886614944,0.72690962794784819,1.0
10,0.72355359915934858,0.20724303671928151,0.56328760396436484,0.44206857695386192
11,0.48770845006844626,0.95109502600153029,0.71507859763880599,0.57006494509637085
12,0.62302842887787646,0.59234204140422242,0.82446477849915545,0.59487705001658964
13,0.66341246503213758,0.46667434327075796,0.87592524115229542,0.72795988270198952
14,0.44379068850435399,0.76533097596049182,0.72330555086491022,0.59133756242327251
15,0.71611003988429034,0.63925611881918598,0.73507305341350926,0.95961023898338604
16,0.50032293556956353,0.37580113935210063,0.66886017222639993,0.48611582887251625
17,0.68777131153672466,1.0,0.80695913101747219,0.53237897887040964
18,0.80921267846718314,0.51287302219274311,0.81620044843828865,0.95806365266399884
19,0.74182069910345316,0.80156648028067989,0.61631349849042094,0.49672714713936827
20,0.17593303821752054,0.80673794732389081,0.69472498581283737,0.60242318028915287
21,0.49576865881616505,0.56374600456825941,0.80109404446789134,0.28433674050674107
22,0.90510797118610087,0.19147267333562429,0.77090504468430698,0.75336002508141064
23,0.74823041715809002,1.0,0.93064133732090393,0.56485534297887585
24,0.67680402337493739,0.90099019194245766,0.67297060684288468,0.61057656861528975
25,0.67135273224666059,0.36070980650005285,0.73846567157498266,0.48265131024134911
26,0.56397115053471181,0.52277174968488305,0.78138031057283497,0.71538368789793771
27,0.76993869938195081,0.85438200210159632,0.64428354535443433,0.24756302740690506
28,0.73738759186480285,0.69383017652843071,0.77483834787662054,0.43820084448531471
29,0.68158273508442513,0.27415697463761007,0.59445856146456255,0.5072259984905001
30,0.64739445883510105,0.55391520811014572,0.86031319544093487,0.62732488298492817
31,0.69700572648991055,0.33341105528108694,0.7410614562269856,0.94685564648719556
32,0.90944877463612261,0.71034866677248609,0.75666264233504354,0.67937536306985313
33,0.96796910002782466,0.55950631113561566,0.59561835999757862,0.824960559595314
34,0.72491757757773867,0.77345728005971348,0.91369412017618434,0.0
35,0.68293866480517784,0.70299196200925584,0.73650820848849807,1.0
36,0.6586392127197217,0.38015577651807808,0.51908263458740689,0.32279279762102941
37,0.45353820850362492,0.31240414245833376,0.734989013577516,1.0
38,0.73638173405658358,0.55732677931049979,0.73111955817212859,0.6615920415213058
39,0.68515768923775588,1.0,0.82258917081268246,0.56224154917304348
40,0.53655570697727684,0.45058366289708296,0.70460680820390542,1.0
41,0.93339283778740079,0.6584040727302326,0.6573713437820693,0.55378783806835818
42,0.50160425113677054,0.6371732232594407,0.69542729910305867,0.52880391881379452
43,0.95904539762015473,0.56650844902649478,0.55121357967379236,0.39930213946296139
44,0.5949485511797008,0.54949875681171112,0.72872865065740622,0.65552066460930225
45,0.55900100495891913,0.85173613876280552,0.65011705851061263,0.9133100760737074
46,0.60199759798751806,0.53075172328198772,0.82239932640348612,0.51090416879136491
47,0.38389723342772597,0.53163491670236696,0.67763243944439511,0.97044516217580967
48,0.30141585477675287,0.86613941253615978,0.7383001167203479,0.3980677309953421
49,0.84984551480680015,0.55627262432037583,0.79817062290433627,0.94307014512023635
50,0.7300390840746962,0.61197779262590912,0.83852891626218828,1.0
51,0.42066366444233166,0.56582983458532565,0.80471277197747659,0.56976755499673704
52,0.68103297580760502,0.57382401142194794,0.68912240821159398,0.80358004929460225
53,0.72682709731457962,0.93453172685172081,0.74053730919224292,0.87963071403448767
54,0.81952001813767816,0.89005219159678761,0.71043687254709731,0.6587382986855872
55,0.77528962959275249,0.85824365524060864,0.8204898800741377,0.41154959304474409
56,0.32834413432112997,0.73712362433823508,0.71421085026894116,0.89826361418870349
57,0.8371883807984688,0.29395065723363756,0.60269969040615257,0.92256432827304291
58,0.47534470279469476,0.77422305726135954,0.56245242397671036,0.71661606686511437
59,0.41318609453286825,0.68613195115797743,0.62226070336373984,0.79194198965674423
60,0.77153890934793989,1.0,0.73533305769004398,0.62346605648269615
61,0.78277252239620565,0.37987814252674934,0.78009992007164253,0.65686258559104238
62,0.61312034062622711,0.35768921110691948,0.55635994057227944,0.6321347292046462
63,0.89138960764189912,0.95534802641096206,0.69102414238093912,0.94309650075649198
64,0.64457270960212631,0.94902985270227536,0.61367105403882527,0.86079525201364493
65,0.61076100451612614,0.61354078404075185,0.833204842421023,0.56928397985544676
66,0.77021460710149714,0.93338137541712118,0.84787992119483413,0.69604511608128883
67,0.17242512284476502,0.52732834311448284,0.78495249351086593,0.28941467139926935
68,0.5017337875794261,0.7766874267415258,0.75740042300325905,0.64149103352769354
69,0.61063062754080322,1.0,0.66869411937556644,1.0
70,0.8782985784932873,0.58592999967873949,0.5967882304104879,1.0
71,0.53210829568817819,0.38763581518355772,0.74015103844954533,0.37315720065974539
72,0.32979681705964903,0.81985324629109957,0.72629605375760675,1.0
73,0.65771993458558431,0.72292254232202313,0.77972574194567701,0.069970722483456038
74,0.57229926877055204,0.65439371063286544,0.73811308956896438,0.49645116704761177
75,0.83291721911795413,0.6706700872103778,0.66540053978097335,0.92388812135379395
76,0.62483228054158668,0.62798993828129424,0.6549623021649803,0.59535820888117397
77,0.89756281526852977,0.41859880057127147,0.69890566146200395,1.0
78,0.68287562217980724,0.39287634336272392,0.64959636250838937,0.42934266217733585
79,0.61519093121457191,0.4190641435174739,0.73332177939691756,0.86629172819300637
80,0.70057897767088173,0.42990067510447955,0.63845326625883303,1.0
81,0.58318276485076148,0.7207886192231957,0.97152458115782436,1.0
82,0.51856928642621036,1.0,0.82945477205885765,0.81309578543357808
83,0.54738135097835816,0.90588567038344314,0.76433393315802278,0.59884389494073564
84,0.77843408461852226,0.60417998343450985,0.6427064183846225,0.52147320252731288
85,0.72629181717408509,0.45679394908258186,0.6020944020144855,0.35527539616058362
86,0.50881353436601162,0.66606540555149829,0.77964816631560296,0.65648983100140146
87,0.44355704960089976,0.73663103331602975,0.61639613613197963,0.62429235829386398
88,0.50970622540971045,0.69189811375174759,0.72587962372932713,0.72786878787284026
89,0.51478312673383486,0.75449752105284051,0.56125445707230082,0.89858082106431647
90,0.25057601032847532,1.0,0.76405721314381692,0.84513596756674303
91,0.74528570787667481,0.4900032820775071,0.78318077994540458,0.59777713258975063
92,0.69489419353418458,0.72821724585585368,0.82732847765687401,0.64770387753269654
93,0.91699490689863383,0.52526722713373175,0.80595696205894996,0.5481318050218611
94,0.7640686217307745,0.90553509830837231,0.7264397362311712,0.85599960281847698
95,0.76804586743467451,0.48422270734680994,0.76970000909913794,0.98164004214642997
96,0.58852120520991447,0.28065619366477546,0.55938976726193368,0.61960636825385174
97,0.44782705849773713,0.57783454198183759,0.69372302997158253,0.46285406692672509
98,0.68289051645558985,0.53470315355442255,0.47984041028348878,0.66102864783705195
99,0.64257111111051735,1.0,0.72268414047157481,0.43754839565695108
